index,Code,Name,Sector,MarketCap,Sales (2025),OpIncome (2025),FY-PER,FY-PBR,FY-ROE,FY-SalesGrowth,FY-OpGrowth,DivYield,DivPayout,Change5,Change20,Change120,Change240
17,000480,CR홀딩스,지주회사,2438,,,1.96,1.17,-8.29,-14.19,,,,,,7.88,-820.0
277,011810,STX,지주회사,1119,,,1.98,-2.96,-26.18,-53.48,,,,,,,
26,000700,유수홀딩스,지주회사,1453,,,2.01,0.36,8.98,-0.53,,,,,,6.27,55.38
670,072710,농심홀딩스,지주회사,3098,,,2.14,1.21,-0.45,0.3,,,,,,3.74,15.51
317,015860,일진홀딩스,지주회사,1857,,,2.17,4.73,-5.99,-13.05,,,,,,3.98,32.82
64,001940,KISCO홀딩스,지주회사,2920,,,2.49,6.35,5.21,-10.82,,,,,,8.74,89.69
704,081660,미스토홀딩스,지주회사,21904,43284.0,4996.0,2.53,-6.66,-4.46,-11.42,9.45,11.15,1.4,38.47,71.35,3.29,85.84
914,139130,iM금융지주,지주회사,16156,41604.0,5578.0,2.64,7.41,19.0,12.38,3.82,6.88,-0.35,111.77,109.87,5.15,39.37
279,012030,DB,지주회사,2550,,,2.67,1.36,-19.34,-11.82,,,,,,,
218,007700,F&F홀딩스,지주회사,4748,,,2.79,-1.62,-8.86,-19.5,,,,,,3.71,16.46
106,003380,하림지주,지주회사,6630,125200.0,7740.0,2.96,3.14,12.12,-10.3,15.79,1.36,2.01,1.11,-3.32,2.03,51.06
114,003550,LG,지주회사,102402,82530.0,17530.0,3.01,-0.91,-16.32,-18.83,8.35,4.58,15.02,81.32,95.6,4.76,86.47
12,000320,노루홀딩스,지주회사,1973,,,3.27,8.24,13.19,25.0,,,,,,3.7,14.67
147,004800,효성,지주회사,8654,22913.0,1530.0,3.4,7.6,4.34,11.67,10.43,3.63,0.81,-30.8,-80.03,5.8,12.46
516,042420,네오위즈홀딩스,지주회사,1753,,,3.45,8.17,-3.32,2.31,,,,,,1.53,-23.07
34,001040,CJ,지주회사,36529,455179.0,29984.0,3.47,6.19,19.24,-1.96,11.94,6.65,4.29,17.7,436.97,2.4,106.5
186,006120,SK디스커버리,지주회사,7751,,,3.55,9.03,28.03,-6.94,,,,,,4.02,136.22
470,036530,SNT홀딩스,지주회사,5372,19800.0,2190.0,3.62,2.65,47.1,45.47,4.04,10.3,8.76,-5.28,-9.94,4.86,18.25
188,006260,LS,지주회사,40797,288730.0,10789.0,3.68,17.42,17.42,-8.39,11.36,7.45,4.82,-0.81,26.72,1.3,22.39
691,078930,GS,지주회사,35633,251962.0,30049.0,3.93,2.82,-9.76,-14.3,4.89,5.23,-0.4,-1.81,13.99,7.04,45.09
910,138040,메리츠금융지주,지주회사,219893,40698.0,32638.0,4.02,-3.17,14.52,47.04,9.38,21.87,1.2,2.35,-1.93,1.13,11.35
913,138930,BNK금융지주,지주회사,33653,69466.0,10319.0,4.14,2.42,7.42,24.79,4.13,7.43,-0.03,17.81,12.39,6.15,28.68
165,005440,현대지에프홀딩스,지주회사,8434,86395.0,3230.0,4.24,6.08,19.03,14.98,3.16,7.69,16.6,63.05,-56.87,3.88,4.68
40,001230,동국홀딩스,지주회사,2283,,,4.51,0.56,-9.69,-14.83,,,,,,6.96,135.5
173,005810,풍산홀딩스,지주회사,4094,,,4.6,2.16,2.53,-9.84,,,,,,4.93,20.32
477,036830,솔브레인홀딩스,지주회사,6698,,,4.75,7.58,-36.23,-44.05,,,,,,0.69,7.85
447,034730,SK,지주회사,95486,1270631.0,56950.0,5.19,-3.87,-13.13,-22.02,11.88,3.19,1.9,176.07,308.38,5.32,-39.73
104,003300,한일홀딩스,지주회사,4492,,,5.5,4.82,0.83,13.92,,,,,,6.38,24.14
365,023440,제이스코홀딩스,지주회사,1421,,,5.79,1.86,14.15,53.85,,,,,,,
771,092230,KPX홀딩스,지주회사,2534,,,6.01,9.69,6.76,3.09,,,,,,7.08,23.09
152,004990,롯데지주,지주회사,23552,164700.0,4410.0,6.15,0.22,-5.27,-18.95,21.38,1.84,4.52,29.52,-115.15,5.35,-12.45
418,031980,피에스케이홀딩스,지주회사,7956,2342.0,950.0,6.49,-2.51,-28.21,-24.31,7.57,22.68,8.68,7.34,9.71,1.9,15.75
1097,267250,HD현대,지주회사,60350,704000.0,44037.0,6.7,2.96,-6.03,11.53,6.39,10.58,3.89,47.62,46.93,4.71,55.87
7,000150,두산,지주회사,50976,183210.0,12598.0,6.93,5.29,52.72,111.16,36.75,12.1,1.04,25.5,81.11,0.65,-18.94
182,005990,매일홀딩스,지주회사,1422,,,7.02,5.39,23.6,28.34,,,,,,2.41,14.17
201,006840,AK홀딩스,지주회사,1421,,,7.3,6.34,-11.76,-28.56,,,,,,3.73,-18.19
2,000070,삼양홀딩스,지주회사,5335,,,7.6,4.71,-12.5,-10.23,,,,,,5.62,109.79
664,071050,한국금융지주,지주회사,43521,40120.0,13150.0,10.16,4.55,-0.89,16.22,4.43,10.84,7.38,9.61,4.72,5.1,23.57
30,000880,한화,지주회사,36579,624986.0,33439.0,10.66,18.02,74.91,75.54,6.02,7.08,12.31,38.4,16.08,1.64,10.11
411,030530,원익홀딩스,지주회사,3498,,,11.17,17.66,101.78,26.18,,,,,,,
109,003480,한진중공업홀딩스,지주회사,1334,,,13.28,18.02,32.55,27.86,,,,,,2.65,6.27
661,069920,엑시온그룹,지주회사,1041,,,17.0,171.56,133.44,33.94,,,,,,,
997,205470,휴마시스,진단기기/의료기기,1811,,,0.29,-4.57,-10.03,-21.96,,,,,,,
467,036220,오상헬스케어,진단기기/의료기기,1958,,,0.67,-1.24,5.14,-11.88,,,,,,3.7,
815,100700,세운메디칼,진단기기/의료기기,1059,,,1.47,1.47,-12.32,-12.48,,,,,,2.48,21.58
1044,228670,레이,진단기기/의료기기,1210,1223.0,93.0,2.23,-2.5,-6.47,-42.14,32.91,4.92,53.26,-120.99,-106.32,,
812,100120,뷰웍스,진단기기/의료기기,2374,2473.0,299.0,2.31,2.31,-0.61,-10.97,8.79,11.11,10.95,34.08,27.49,2.46,28.18
806,099190,아이센스,진단기기/의료기기,4361,3139.0,42.0,2.33,2.14,-18.99,-21.1,-438.33,-0.33,7.83,55.56,-50.0,0.63,-153.85
502,039860,나노엔텍,진단기기/의료기기,1130,,,2.92,9.83,-16.29,5.07,,,,,,,
1046,228850,레이언스,진단기기/의료기기,1108,1292.0,93.0,3.57,5.53,-4.16,-22.6,11.42,3.95,2.87,40.91,28.57,1.5,21.19
908,137310,에스디바이오센서,진단기기/의료기기,11322,,,3.68,-1.8,5.32,-12.02,,,,,,2.15,-25.28
1000,206640,바디텍메드,진단기기/의료기기,4121,,,5.72,9.96,12.64,10.45,,,,,,0.85,12.92
934,156100,엘앤케이바이오,진단기기/의료기기,1363,,,6.05,8.4,-11.51,-20.37,,,,,,,
798,096530,씨젠,진단기기/의료기기,13918,4870.0,470.0,6.39,11.27,15.62,19.51,29.0,4.88,17.55,-384.85,-336.45,3.0,-205.66
1029,217330,싸이토젠,진단기기/의료기기,1002,,,16.53,13.33,-44.78,-64.93,,,,,,,
360,021080,에이티넘인베스트,창업투자/VC,1111,,,0.22,13.2,-10.96,-18.2,,,,,,3.02,30.97
353,019550,SBI인베스트먼트,창업투자/VC,1166,,,2.13,7.95,5.26,-15.39,,,,,,,
507,041190,우리기술투자,창업투자/VC,5544,,,3.29,5.6,-30.31,-21.89,,,,,,,
280,012320,경동인베스트,창업투자/VC,1407,,,4.02,-3.41,-21.81,-16.78,,,,,,1.26,8.18
391,027360,아주IB투자,창업투자/VC,2999,,,8.06,21.57,25.76,-7.29,,,,,,2.02,72.46
629,064820,케이프,창업투자/VC,2101,,,9.5,15.45,39.49,15.84,,,,,,4.41,59.06
439,033790,피노,창업투자/VC,1451,,,22.78,18.88,-20.5,312.72,,,,,,,
306,014620,성광벤드,철강/비철금속,7889,2760.0,599.0,0.18,16.26,121.92,141.66,14.27,10.11,21.21,42.62,29.27,0.71,13.91
24,000670,영풍,철강/비철금속,7070,,,0.68,-13.95,-1.29,-6.6,,,,,,0.01,-0.04
383,025820,이구산업,철강/비철금속,1471,,,0.8,-15.06,-1.35,-32.52,,,,,,1.14,13.26
290,012800,대창,철강/비철금속,1225,,,0.82,0.45,7.51,-15.36,,,,,,,
352,019440,세아특수강,철강/비철금속,1150,,,0.83,2.44,-2.61,-2.54,,,,,,7.45,78.12
374,024090,디씨엠,철강/비철금속,1423,,,0.89,3.39,4.61,14.17,,,,,,6.41,48.34
594,058430,포스코스틸리온,철강/비철금속,2229,12090.0,520.0,0.95,-4.99,-1.07,-20.87,5.57,9.94,-0.07,0.19,16.15,5.81,37.83
243,009520,포스코엠텍,철강/비철금속,5192,,,1.22,-3.93,-23.36,-39.61,,,,,,0.16,142.86
60,001780,알루코,철강/비철금속,2096,,,1.41,3.84,-6.88,-34.59,,,,,,,
208,007280,한국특강,철강/비철금속,1158,,,1.6,8.49,22.12,10.82,,,,,,,
71,002240,고려제강,철강/비철금속,4646,,,2.02,0.12,-4.61,-15.53,,,,,,1.88,25.98
834,104700,한국철강,철강/비철금속,3080,,,2.18,5.76,4.97,-28.39,,,,,,9.47,144.4
149,004890,동일산업,철강/비철금속,1027,,,2.67,6.01,7.49,-2.31,,,,,,2.95,20.81
166,005490,POSCO홀딩스,철강/비철금속,210425,731550.0,26812.0,2.77,-10.96,-24.96,-36.12,14.88,2.55,0.64,23.35,65.54,3.85,76.49
346,018470,조일알미늄,철강/비철금속,1904,,,3.16,-3.53,-10.05,-34.04,,,,,,,
31,000970,한국주철관,철강/비철금속,1671,,,3.39,18.42,15.07,14.17,,,,,,5.46,66.78
82,002710,TCC스틸,철강/비철금속,5517,5845.0,156.0,3.44,-8.28,-55.92,-61.02,40.87,5.15,0.41,26.83,-30.69,0.48,13.0
717,084010,대한제강,철강/비철금속,3931,12230.0,305.0,3.77,7.08,28.07,19.84,8.74,5.62,-0.12,196.12,20.0,2.98,31.19
873,120030,조선선재,철강/비철금속,1266,,,3.92,5.45,7.24,1.51,,,,,,0.5,3.86
143,004560,현대비앤지스틸,철강/비철금속,1919,,,4.0,6.53,-2.3,-43.55,,,,,,0.79,6.08
224,008350,남선알미늄,철강/비철금속,1858,,,4.35,12.76,4.96,-24.84,,,,,,,
528,044490,태웅,철강/비철금속,3137,,,4.53,11.84,11.92,-32.85,,,,,,,
129,004020,현대제철,철강/비철금속,32093,232356.0,4548.0,4.79,-6.78,-6.42,-26.23,18.29,0.92,0.04,185.14,1875.0,3.12,-862.07
320,016380,KG스틸,철강/비철금속,5920,34573.0,2217.0,4.96,-3.74,-12.68,-17.09,3.25,8.93,4.73,7.62,34.11,4.22,18.75
830,103140,풍산,철강/비철금속,16001,49414.0,3155.0,4.96,-7.31,-18.19,-14.65,7.51,9.38,8.5,-2.56,-9.75,4.55,30.87
254,010130,고려아연,철강/비철금속,147821,137352.0,6868.0,5.15,-6.79,-53.73,53.05,63.02,2.87,13.96,-5.07,19.46,2.45,190.42
156,005160,동국산업,철강/비철금속,2137,,,5.63,6.06,-42.65,-47.04,,,,,,3.3,-112.07
185,006110,삼아알미늄,철강/비철금속,3722,,,5.64,-3.62,-51.35,-67.69,,,,,,0.1,-3.93
46,001430,세아베스틸지주,철강/비철금속,6326,36043.0,1143.0,7.5,-2.16,-10.73,-20.54,8.6,3.76,-0.87,118.55,263.55,6.8,212.77
381,025550,한국선재,철강/비철금속,1431,,,8.72,67.46,96.5,56.05,,,,,,,
332,017670,SK텔레콤,통신,124148,181270.0,19845.0,0.17,3.77,1.05,12.89,9.57,10.84,1.04,8.84,-1.16,6.12,60.93
1032,218410,RFHIC,통신,3964,1606.0,220.0,0.54,2.46,6.7,-4.22,19.83,6.29,39.77,1366.67,5.08,0.67,10.32
1092,264450,유비쿼스,통신,1095,,,0.96,2.23,-20.85,-35.42,,,,,,2.32,12.21
424,032640,LG유플러스,통신,50122,148710.0,9721.0,1.5,10.7,15.61,15.96,8.69,6.62,1.68,12.63,89.89,5.66,75.76
967,189300,인텔리안테크,통신,4137,3553.0,192.0,1.58,6.49,-22.51,-40.14,21.04,7.16,37.82,-198.97,-786.67,0.26,-35.59
408,030200,KT,통신,126514,277495.0,24476.0,2.03,0.7,14.74,45.09,7.73,9.73,4.99,202.36,319.23,3.98,108.11
555,050890,쏠리드,통신,4130,3545.0,396.0,2.58,2.58,53.64,16.96,11.74,10.44,7.07,12.82,-23.38,0.74,6.63
482,037460,삼지전자,통신,1640,,,3.08,9.6,15.78,11.05,,,,,,4.48,11.93
600,058850,KTcs,통신,1210,,,3.47,12.95,-2.07,-11.82,,,,,,3.53,81.3
1010,211270,AP위성,통신,1861,,,4.14,5.83,20.74,-31.1,,,,,,,
955,178320,서진시스템,통신,11727,17255.0,1774.0,4.72,-5.66,-26.46,-19.5,8.58,17.0,42.16,63.2,60.43,,
675,073490,이노와이어리스,통신,1465,,,4.9,0.31,13.96,-25.31,,,,,,0.62,36.04
498,039560,다산네트웍스,통신,1101,,,5.7,-1.94,-20.68,-26.65,,,,,,,
309,014820,동원시스템즈,포장재,9654,,,0.45,-3.2,-34.45,-21.46,,,,,,1.8,24.24
562,051900,LG생활건강,필수소비재,49900,69014.0,4817.0,2.9,-3.62,-8.71,-19.42,20.81,4.8,1.31,4.95,45.32,1.1,32.79
438,033780,KT&G,필수소비재,137808,62395.0,12813.0,3.01,9.93,2.08,25.72,12.6,11.68,5.6,7.78,-5.62,4.78,60.17
342,018250,애경산업,필수소비재,3818,7096.0,494.0,4.03,6.32,-8.19,-30.98,9.6,9.53,4.49,5.56,-6.35,4.01,35.98
512,041920,메디아나,헬스케어,1130,719.0,91.0,0.16,30.75,31.03,-0.98,14.31,6.19,26.14,600.0,27.42,,
1121,278650,HLB바이오스텝,헬스케어,1436,,,0.55,-7.3,-23.39,-55.74,,,,,,,
986,200670,휴메딕스,헬스케어,4480,,,0.76,2.57,28.3,19.1,,,,,,1.58,18.02
718,084110,휴온스글로벌,헬스케어,6198,,,1.03,16.79,38.95,122.95,,,,,,1.07,25.72
501,039840,디오,헬스케어,2810,1611.0,258.0,1.46,9.07,13.22,-8.49,13.49,9.58,34.59,-163.39,-150.12,,
1135,290650,엘앤씨바이오,헬스케어,4854,1169.0,138.0,1.66,-2.73,16.62,4.9,,,62.14,452.0,-92.91,0.23,0.8
640,066700,테라젠이텍스,헬스케어,1129,,,1.67,3.05,-10.06,-22.65,,,,,,,
1060,240550,동방메디컬,헬스케어,2372,1342.0,264.0,2.06,7.23,,,12.32,21.06,27.69,76.0,551.61,,
511,041830,인바디,헬스케어,3174,2307.0,410.0,2.17,6.8,-1.26,-19.21,8.72,12.52,12.81,11.72,11.62,1.7,16.52
1055,234690,녹십자웰빙,헬스케어,1418,1752.0,209.0,2.3,-4.08,-26.22,-21.51,9.91,12.85,30.94,60.77,101.41,1.5,30.15
587,054950,제이브이엠,헬스케어,2816,1750.0,350.0,3.79,7.13,16.5,-22.59,9.07,14.39,9.79,14.01,7.99,2.15,20.96
225,008490,서흥,헬스케어,1625,,,5.72,-1.61,-10.17,-36.43,,,,,,1.42,12.66
1015,214260,라파스,헬스케어,1462,,,13.82,3.93,-5.91,20.69,,,,,,,
77,002450,삼익악기,홈리빙/가구,1130,,,0.08,11.02,13.96,-2.8,,,,,,4.0,142.86
123,003800,에이스침대,홈리빙/가구,2811,,,0.6,1.2,-7.31,-3.61,,,,,,5.72,24.4
694,079430,현대리바트,홈리빙/가구,1515,17069.0,278.0,2.64,4.83,-6.35,-2.12,8.91,4.13,-8.76,15.83,11.84,1.76,17.59
241,009450,경동나비엔,홈리빙/가구,10474,15868.0,1585.0,2.71,-0.69,-16.49,22.07,7.78,17.7,17.2,19.53,8.13,0.9,7.62
361,021240,코웨이,홈리빙/가구,57615,47238.0,8616.0,3.66,-6.59,22.34,39.05,9.41,18.37,9.6,8.32,8.19,3.31,34.32
1106,270660,에브리봇,홈리빙/가구,1784,,,4.68,-0.14,-8.66,-33.26,,,,,,,
235,009240,한샘,홈리빙/가구,9848,19398.0,413.0,7.17,-2.22,-18.26,-25.93,28.98,9.59,1.65,32.37,-77.5,20.38,132.82
566,052260,현대바이오랜드,화장품,1290,,,0.23,-0.35,-17.47,-5.6,,,,,,1.63,36.84
942,161890,한국콜마,화장품,17609,27376.0,2468.0,1.5,16.02,10.85,51.32,14.94,14.03,11.64,27.28,23.62,0.97,18.8
773,092730,네오팜,화장품,2120,1341.0,296.0,1.61,1.3,-2.51,1.52,8.0,14.98,12.69,19.84,,4.54,41.7
974,192820,코스맥스,화장품,19294,24959.0,2190.0,1.86,-1.22,23.19,25.93,15.18,23.99,15.23,24.86,45.36,1.35,30.42
84,002790,아모레퍼시픽홀딩스,화장품,17361,44827.0,3918.0,2.1,6.59,-5.41,-32.46,17.52,3.55,5.23,57.16,-58.85,1.51,12.57
688,078520,에이블씨엔씨,화장품,1810,,,2.2,4.66,-1.97,3.26,,,,,,5.91,73.52
376,024720,콜마홀딩스,화장품,3285,,,2.57,6.56,39.45,16.12,,,,,,2.09,28.94
344,018290,브이티,화장품,13495,4946.0,1353.0,3.43,18.0,19.68,75.76,13.64,36.7,14.57,22.0,11.54,,
757,090430,아모레퍼시픽,화장품,70074,42974.0,4026.0,3.81,14.64,-0.58,-23.16,24.78,6.14,10.61,82.59,-45.06,0.94,13.1
929,146320,비씨엔씨,화장품,1114,945.0,75.0,4.19,-7.64,-32.59,-55.47,22.28,6.63,22.09,-457.14,-317.39,,
683,078140,대봉엘에스,화장품,1521,,,4.26,-3.38,-20.69,31.54,,,,,,0.36,7.55
529,044820,코스맥스비티아이,화장품,1080,,,5.34,7.76,28.72,17.07,,,,,,4.0,26.27
1027,216080,제테마,화장품,2749,,,5.36,9.73,-20.85,-2.17,,,,,,,
883,123330,제닉,화장품,1844,1213.0,305.0,5.71,3.12,7.18,566.19,7.69,73.45,143.09,408.33,246.05,,
745,089010,켐트로닉스,화학,3519,6644.0,424.0,3.38,-2.75,17.99,-20.31,16.38,11.08,15.51,13.67,20.09,0.87,16.27
